ID,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date
49702,80.75,0,1,0,21/04/16
49703,107,0,1,2,17/04/16
49704,90.95,0,1,0,21/04/16
49705,93.08,0,0,1,8/04/16
49706,70.03,0,0,0,21/04/16
49707,89.25,0,2,0,21/04/16
49708,86.7,0,3,1,23/03/16
49709,101.8,0,0,1,9/04/16
49710,98.1,0,0,1,28/03/16
49711,82.45,0,0,0,22/04/16
49712,143.29,0,0,1,9/04/16
49713,146.93,0,1,1,20/02/16
49714,85.5,0,0,2,18/04/16
49715,95,0,0,1,13/04/16
49716,104,0,0,1,13/04/16
49717,85.5,0,0,2,18/04/16
49718,85.5,0,1,1,10/04/16
49719,95,0,0,1,15/04/16
49720,85.5,0,0,1,2/03/16
49721,96.3,0,0,1,29/03/16
49722,89,0,0,1,26/03/16
49723,95,0,0,1,8/04/16
49724,96.3,0,0,1,15/04/16
49725,90.9,0,1,1,5/03/16
49726,72.25,0,1,1,1/02/16
49727,110.08,0,0,1,6/04/16
49728,76.5,0,1,1,14/03/16
49729,60.59,0,0,0,22/04/16
49730,70.03,0,0,2,18/04/16
49731,82.45,0,0,0,22/04/16
49732,72.25,0,1,1,1/02/16
49733,80.75,0,1,0,22/04/16
49734,64.8,0,1,0,22/04/16
49735,191.5,0,0,1,10/04/16
49736,72.25,0,1,1,1/02/16
49737,82.45,0,0,0,22/04/16
49738,84.15,0,0,0,22/04/16
49739,53.25,0,0,0,22/04/16
49740,165.33,0,0,1,9/03/16
49741,72.25,0,1,1,1/02/16
49742,76.97,0,0,0,23/04/16
49743,90.54,0,0,1,5/04/16
49744,76.97,0,0,0,23/04/16
49745,82.4,0,0,1,24/02/16
49746,89,0,0,1,8/04/16
49747,85.5,0,0,1,23/03/16
49748,89,0,0,1,15/04/16
49749,95,0,0,1,28/03/16
49750,89,0,0,1,15/04/16
49751,115,0,0,1,25/02/16
49752,115,0,0,1,25/02/16
49753,115,0,0,1,25/02/16
49754,115,0,0,1,25/02/16
49755,107,0,0,2,19/04/16
49756,115,0,0,1,25/02/16
49757,115,0,0,1,25/02/16
49758,115,0,0,1,25/02/16
49759,115,0,0,1,25/02/16
49760,115,0,0,1,25/02/16
49761,115,0,0,1,25/02/16
49762,115,0,0,1,25/02/16
49763,115,0,0,1,25/02/16
49764,115,0,0,1,25/02/16
49765,115,0,0,1,25/02/16
49766,115,0,0,1,25/02/16
49767,115,0,0,1,25/02/16
49768,115,0,0,1,25/02/16
49769,115,0,0,1,25/02/16
49770,115,0,0,1,25/02/16
49771,115,0,0,1,25/02/16
49772,115,0,0,1,25/02/16
49773,115,0,0,1,25/02/16
49774,115,0,0,1,25/02/16
49775,115,0,0,1,25/02/16
49776,115,0,0,1,25/02/16
49777,115,0,0,1,25/02/16
49778,115,0,0,1,25/02/16
49779,115,0,0,1,25/02/16
49780,115,0,0,1,25/02/16
49781,115,0,0,1,25/02/16
49782,115,0,0,1,25/02/16
49783,115,0,0,1,25/02/16
49784,115,0,0,1,25/02/16
49785,96.3,0,0,1,22/02/16
49786,115,0,0,1,25/02/16
49787,115,0,0,1,25/02/16
49788,115,0,0,1,25/02/16
49789,115,0,0,1,25/02/16
49790,115,0,0,1,25/02/16
49791,115,0,0,1,25/02/16
49792,115,0,0,1,25/02/16
49793,115,0,0,1,25/02/16
49794,107,0,0,1,18/04/16
49795,115,0,0,1,25/02/16
49796,115,0,0,1,25/02/16
49797,115,0,0,1,25/02/16
49798,115,0,0,1,25/02/16
49799,115,0,0,1,25/02/16
49800,115,0,0,1,25/02/16
49801,115,0,0,1,25/02/16
49802,115,0,0,1,25/02/16
49803,85.5,0,0,1,12/03/16
49804,115,0,0,1,25/02/16
49805,68.42,0,0,0,22/04/16
49806,120.35,0,0,1,14/04/16
49807,124.53,0,0,1,12/04/16
49808,87.55,0,0,0,23/04/16
49809,88.83,0,0,0,23/04/16
49810,88.68,0,1,0,25/04/16
49811,186.3,0,0,1,11/04/16
49812,72.8,0,0,0,22/04/16
49813,98,0,0,1,16/01/16
49814,105.49,0,0,1,5/04/16
49815,90.95,0,0,0,22/04/16
49816,72.8,0,0,0,22/04/16
49817,201,0,1,1,15/04/16
49818,80,0,0,0,24/04/16
49819,80,0,0,0,24/04/16
49820,62.8,0,0,1,28/01/16
49821,62.8,0,0,1,28/01/16
49822,101,0,0,1,30/07/15
49823,101,0,0,1,30/07/15
49824,99,0,0,0,24/04/16
49825,99,0,0,0,24/04/16
49826,80,0,0,0,24/04/16
49827,80,0,0,0,24/04/16
49828,62.8,0,0,1,28/01/16
49829,101,0,0,1,30/07/15
49830,101,0,0,1,30/07/15
49831,99,0,0,0,24/04/16
49832,90.95,0,1,1,15/04/16
49833,62.8,0,0,1,28/01/16
49834,101,0,0,1,30/07/15
49835,99,0,0,0,24/04/16
49836,99,0,0,0,24/04/16
49837,101,0,0,1,22/01/16
49838,101,0,0,1,22/01/16
49839,101,0,0,1,30/07/15
49840,110,0,0,0,24/04/16
49841,62.8,0,0,1,28/01/16
49842,99.45,0,0,1,25/03/16
49843,62.8,0,0,1,28/01/16
49844,101,0,0,1,30/07/15
49845,99,0,0,0,24/04/16
49846,99,0,0,0,24/04/16
49847,80,0,0,0,24/04/16
49848,80,0,0,0,24/04/16
49849,70,0,0,0,24/04/16
49850,62.8,0,0,1,28/01/16
49851,101,0,0,1,30/07/15
49852,101,0,0,1,30/07/15
49853,101,0,0,1,30/07/15
49854,99,0,0,0,24/04/16
49855,80,0,1,0,24/04/16
49856,62.8,0,0,1,28/01/16
49857,101,0,0,1,30/07/15
49858,101,0,0,1,30/07/15
49859,101,0,0,1,22/01/16
49860,99,0,0,0,24/04/16
49861,101,0,0,1,22/01/16
49862,80,0,2,0,24/04/16
49863,80,0,0,0,24/04/16
49864,62.8,0,0,1,28/01/16
49865,62.8,0,0,1,28/01/16
49866,116,0,0,1,16/04/16
49867,74,0,0,1,16/01/16
49868,90.95,0,0,0,22/04/16
49869,127.8,0,0,1,6/03/16
49870,74,0,0,1,4/04/16
49871,98,0,0,1,16/01/16
49872,74,0,0,1,4/04/16
49873,80,0,0,0,24/04/16
49874,62.8,0,0,1,28/01/16
49875,101,0,0,1,30/07/15
49876,101,0,0,1,30/07/15
49877,99,0,0,0,24/04/16
49878,99,0,0,0,24/04/16
49879,114.33,0,1,1,5/03/16
49880,80,0,0,0,24/04/16
49881,62.8,0,0,1,28/01/16
49882,62.8,0,0,1,28/01/16
49883,80,0,0,0,24/04/16
49884,80,0,0,0,24/04/16
49885,62.8,0,0,1,28/01/16
49886,62.8,0,0,1,28/01/16
49887,101,0,0,1,30/07/15
49888,101,0,0,1,30/07/15
49889,99,0,0,0,24/04/16
49890,99,0,0,0,24/04/16
49891,101,0,0,1,30/07/15
49892,101,0,0,1,30/07/15
49893,143.5,0,0,0,24/04/16
49894,84.5,0,0,0,24/04/16
49895,80,0,0,0,24/04/16
49896,70,0,0,0,24/04/16
49897,62.8,0,0,1,28/01/16
49898,62.8,0,0,1,28/01/16
49899,80,0,0,0,24/04/16
49900,80,0,0,0,24/04/16
49901,62.8,0,0,1,28/01/16
49902,62.8,0,0,1,28/01/16
49903,101,0,0,1,30/07/15
49904,101,0,0,1,30/07/15
49905,99,0,0,0,24/04/16
49906,99,0,0,0,24/04/16
49907,80,0,0,0,24/04/16
49908,62.8,0,0,1,28/01/16
49909,62.8,0,0,1,13/04/16
49910,62.8,0,0,1,28/01/16
49911,101,0,0,1,30/07/15
49912,101,0,0,1,30/07/15
49913,101,0,0,1,30/07/15
49914,99,0,0,0,24/04/16
49915,84.5,0,0,0,24/04/16
49916,80,0,0,0,24/04/16
49917,80,0,0,0,24/04/16
49918,62.8,0,0,1,28/01/16
49919,101,0,0,1,30/07/15
49920,101,0,0,1,30/07/15
49921,99,0,0,0,24/04/16
49922,101,0,0,1,22/01/16
49923,120.6,0,0,1,5/04/16
49924,139.5,0,0,1,5/04/16
49925,77.89,0,1,0,25/04/16
49926,104.72,0,1,1,18/04/16
49927,99.95,0,0,1,1/01/16
49928,81.08,0,0,1,12/03/16
49929,146,0,0,1,13/04/16
49930,76.5,0,0,1,10/01/16
49931,59,0,0,1,21/10/15
49932,99,0,0,1,19/04/16
49933,137.7,0,1,1,8/03/16
49934,59,0,0,1,21/10/15
49935,81.08,0,0,1,12/03/16
49936,62,0,0,1,21/10/15
49937,62,0,0,1,21/10/15
49938,62,0,0,1,21/10/15
49939,62,0,0,1,21/10/15
49940,62,0,0,1,21/10/15
49941,62,0,0,1,21/10/15
49942,62,0,0,1,21/10/15
49943,94.5,0,0,1,14/03/16
49944,62,0,0,1,21/10/15
49945,62,0,0,1,21/10/15
49946,62,0,0,1,21/10/15
49947,62,0,0,1,21/10/15
49948,62,0,0,1,21/10/15
49949,62,0,0,1,21/10/15
49950,62,0,0,1,21/10/15
49951,62,0,0,1,21/10/15
49952,62,0,0,1,21/10/15
49953,62,0,0,1,21/10/15
49954,62,0,0,1,21/10/15
49955,117,0,0,1,15/04/16
49956,62,0,0,1,21/10/15
49957,62,0,0,1,21/10/15
49958,62,0,0,1,21/10/15
49959,62,0,0,1,21/10/15
49960,62,0,0,1,21/10/15
49961,96.3,0,0,1,14/03/16
49962,62,0,0,1,21/10/15
49963,62,0,0,1,21/10/15
49964,131,0,0,1,20/04/16
49965,62,0,0,1,21/10/15
49966,62,0,0,1,21/10/15
49967,62,0,0,1,21/10/15
49968,62,0,0,1,21/10/15
49969,62,0,0,1,21/10/15
49970,94.5,0,0,1,19/02/16
49971,191.58,0,0,1,11/03/16
49972,105.3,0,0,0,24/04/16
49973,118.8,0,0,1,19/04/16
49974,93.08,0,0,0,25/04/16
49975,167.45,0,0,1,6/03/16
49976,177.3,0,0,1,19/04/16
49977,130.05,0,0,1,4/03/16
49978,112.2,0,0,1,18/04/16
49979,117,0,0,1,10/04/16
49980,131,0,0,1,11/04/16
49981,197,0,0,1,4/04/16
49982,137.7,0,1,1,5/03/16
49983,119,0,1,1,16/04/16
49984,105.3,0,2,1,20/03/16
49985,118.8,0,0,1,28/02/16
49986,118.8,0,0,1,18/03/16
49987,118.8,0,0,1,28/03/16
49988,127.8,0,1,1,15/04/16
49989,105.3,0,1,1,20/03/16
49990,85,0,0,1,22/01/16
49991,85,0,0,1,22/01/16
49992,85,0,0,1,22/01/16
49993,85,0,0,1,22/01/16
49994,118.8,0,0,1,24/03/16
49995,189,0,3,1,29/02/16
49996,85,0,0,1,22/01/16
49997,118.8,0,0,1,10/04/16
49998,85,0,0,1,22/01/16
49999,85,0,0,1,22/01/16
50000,85,0,0,1,22/01/16
50001,85,0,0,1,22/01/16
50002,149,0,0,1,14/04/16
50003,85,0,0,1,22/01/16
50004,85,0,0,1,22/01/16
50005,85,0,0,1,22/01/16
50006,85,0,0,1,22/01/16
50007,85,0,0,1,22/01/16
50008,118.8,0,0,1,23/03/16
50009,118.8,0,0,1,9/03/16
50010,85,0,0,1,22/01/16
50011,85,0,0,1,22/01/16
50012,85,0,0,1,22/01/16
50013,118.8,0,0,1,10/04/16
50014,85,0,0,1,22/01/16
50015,85,0,0,1,22/01/16
50016,85,0,0,1,22/01/16
50017,85,0,0,1,22/01/16
50018,105.4,0,1,1,14/04/16
50019,105.3,0,1,2,22/04/16
50020,118.8,0,0,1,10/04/16
50021,149,0,0,1,14/04/16
50022,85,0,0,1,22/01/16
50023,85,0,0,1,22/01/16
50024,85,0,0,1,22/01/16
50025,167,0,0,1,14/04/16
50026,85,0,0,1,22/01/16
50027,106,0,0,1,4/04/16
50028,106,0,0,1,24/02/16
50029,106,0,0,1,24/02/16
50030,112.2,0,0,1,24/02/16
50031,106,0,0,1,4/04/16
50032,106,0,0,1,15/03/16
50033,118.8,0,0,2,22/04/16
50034,106,0,0,1,15/03/16
50035,106,0,0,1,4/04/16
50036,106,0,0,1,15/03/16
50037,106,0,0,1,24/02/16
50038,106,0,0,1,24/02/16
50039,106,0,0,1,24/02/16
50040,106,0,0,1,24/02/16
50041,106,0,0,1,24/02/16
50042,87.13,0,0,1,5/03/16
50043,106,0,0,1,24/02/16
50044,103,0,0,1,18/01/16
50045,89,0,0,1,18/01/16
50046,103,0,0,1,18/01/16
50047,103,0,0,1,18/01/16
50048,89,0,0,1,18/01/16
50049,103,0,0,1,18/01/16
50050,89,0,0,1,18/01/16
50051,89,0,0,1,18/01/16
50052,103,0,0,1,18/01/16
50053,103,0,0,1,18/01/16
50054,103,0,0,1,18/01/16
50055,103,0,0,1,18/01/16
50056,103,0,0,1,18/01/16
50057,89,0,0,1,18/01/16
50058,89,0,0,1,18/01/16
50059,103,0,0,1,18/01/16
50060,89,0,0,1,18/01/16
50061,103,0,0,1,18/01/16
50062,103,0,0,1,18/01/16
50063,103,0,0,1,18/01/16
50064,103,0,0,1,18/01/16
50065,89,0,0,1,18/01/16
50066,103,0,0,1,18/01/16
50067,103,0,0,1,18/01/16
50068,89,0,0,1,18/01/16
50069,89,0,0,1,18/01/16
50070,106,0,0,1,24/02/16
50071,106,0,0,1,24/02/16
50072,103,0,0,1,18/01/16
50073,89,0,0,1,18/01/16
50074,103,0,0,1,18/01/16
50075,103,0,0,1,18/01/16
50076,103,0,0,1,18/01/16
50077,103,0,0,1,18/01/16
50078,103,0,0,1,18/01/16
50079,103,0,0,1,18/01/16
50080,89,0,0,1,18/01/16
50081,89,0,0,1,18/01/16
50082,103,0,0,1,18/01/16
50083,135.76,0,0,1,14/03/16
50084,197,0,0,1,23/04/16
50085,118.8,0,0,1,4/04/16
50086,148.5,0,0,1,19/04/16
50087,96,0,0,1,9/02/16
50088,96,0,0,1,9/02/16
50089,95.2,0,0,0,25/04/16
50090,146,0,1,1,15/04/16
50091,95.2,0,0,0,25/04/16
50092,96,0,0,1,9/02/16
50093,0,0,2,1,15/04/16
50094,96,0,0,1,9/02/16
50095,96,0,0,1,9/02/16
50096,96,0,0,1,9/02/16
50097,96,0,0,1,9/02/16
50098,105.3,0,0,1,15/04/16
50099,94.5,0,0,1,13/02/16
50100,96,0,0,1,9/02/16
50101,96,0,0,1,9/02/16
50102,95.2,0,0,0,25/04/16
50103,96,0,0,1,9/02/16
50104,118.8,0,1,1,21/02/16
50105,136,0,0,1,23/04/16
50106,110.5,0,0,1,18/03/16
50107,71.67,0,1,0,27/04/16
50108,90.95,0,0,0,27/04/16
50109,90.95,0,0,0,27/04/16
50110,95.2,0,0,1,9/03/16
50111,130.05,0,0,1,17/03/16
50112,124.95,0,2,1,18/03/16
50113,109.65,0,0,1,7/04/16
50114,84.15,0,0,1,18/03/16
50115,84.15,0,1,1,18/03/16
50116,101.54,0,2,2,23/04/16
50117,26.35,0,0,1,23/03/16
50118,167.45,0,0,1,16/04/16
50119,206,0,0,2,23/04/16
50120,99.45,0,1,1,20/04/16
50121,101,0,0,1,20/04/16
50122,89,0,0,1,22/04/16
50123,131,0,0,1,23/04/16
50124,94.5,0,0,1,5/04/16
50125,94.5,0,0,1,29/03/16
50126,89,0,0,1,22/04/16
50127,149,0,0,1,23/04/16
50128,94.5,0,0,1,4/04/16
50129,94.5,0,0,1,29/03/16
50130,95,0,0,1,19/01/16
50131,95,0,0,1,19/01/16
50132,95,0,0,1,19/01/16
50133,95,0,0,1,19/01/16
50134,95,0,0,1,19/01/16
50135,95,0,0,1,19/01/16
50136,153,0,2,1,18/04/16
50137,95,0,0,1,19/01/16
50138,95,0,0,1,19/01/16
50139,95,0,0,1,19/01/16
50140,95,0,0,1,19/01/16
50141,95,0,0,1,19/01/16
50142,95,0,0,1,19/01/16
50143,95,0,0,1,19/01/16
50144,107,0,1,2,24/04/16
50145,95,0,0,1,19/01/16
50146,95,0,0,1,19/01/16
50147,95,0,0,1,19/01/16
50148,95,0,0,1,19/01/16
50149,95,0,0,1,19/01/16
50150,95,0,0,1,19/01/16
50151,121,0,0,2,24/04/16
50152,95,0,0,1,19/01/16
50153,95,0,0,1,19/01/16
50154,95,0,0,1,19/01/16
50155,95,0,0,1,19/01/16
50156,95,0,0,1,19/01/16
50157,95,0,0,1,19/01/16
50158,115.5,0,0,1,13/04/16
50159,105.3,0,0,1,20/04/16
50160,228.6,0,0,1,18/04/16
50161,79.56,0,0,1,17/02/16
50162,173.19,0,0,1,9/02/16
50163,108.38,0,1,1,17/02/16
50164,85.86,0,0,0,28/04/16
50165,95.4,0,0,1,22/02/16
50166,203.5,0,0,1,16/04/16
50167,85.85,0,0,0,28/04/16
50168,108.38,0,1,1,17/02/16
50169,128.56,0,0,1,11/04/16
50170,79.56,0,0,1,17/02/16
50171,89.46,0,0,1,7/03/16
50172,105.4,0,0,1,13/02/16
50173,138.06,0,1,2,24/04/16
50174,134.98,0,0,1,13/03/16
50175,110.16,0,0,1,11/02/16
50176,181.2,0,0,1,13/04/16
50177,139.52,0,0,1,12/04/16
50178,131,0,0,1,21/04/16
50179,96.3,0,0,1,12/02/16
50180,148.5,0,0,1,11/04/16
50181,74.15,0,1,1,6/02/16
50182,105.6,0,0,1,15/04/16
50183,96.3,0,0,0,28/04/16
50184,85.5,0,0,1,15/03/16
50185,119.1,0,1,1,25/03/16
50186,119.1,0,1,1,25/03/16
50187,109,0,0,1,18/04/16
50188,100.75,0,1,0,29/04/16
50189,90.95,0,0,1,18/03/16
50190,90.95,0,0,1,17/01/16
50191,260.5,0,0,1,21/04/16
50192,100.75,0,1,0,29/04/16
50193,175.28,0,0,1,20/03/16
50194,87.98,0,0,1,23/02/16
50195,119.17,0,0,1,9/03/16
50196,174,0,1,1,21/04/16
50197,119.17,0,0,1,9/03/16
50198,197.78,0,0,1,31/03/16
50199,66.53,0,1,0,1/05/16
50200,105.4,0,1,1,8/04/16
50201,105.4,0,1,1,8/04/16
50202,135.91,0,2,1,29/02/16
50203,98,0,0,1,16/01/16
50204,90,0,0,1,20/04/16
50205,74,0,0,1,16/01/16
50206,96.3,0,1,0,27/04/16
50207,74,0,0,1,4/04/16
50208,74,0,0,1,4/04/16
50209,98,0,0,1,16/01/16
50210,109.8,0,0,1,31/03/16
50211,105.9,0,0,1,18/04/16
50212,77.04,0,0,1,21/03/16
50213,94.5,0,0,1,21/02/16
50214,90.9,0,1,1,9/03/16
50215,98.18,0,0,1,29/01/16
50216,82.88,0,0,1,17/01/16
50217,104.98,0,0,1,23/04/16
50218,70.03,0,2,0,30/04/16
50219,94.78,0,0,1,22/02/16
50220,94.78,0,0,1,2/03/16
50221,218.96,0,0,1,21/03/16
50222,177.93,0,0,1,2/03/16
50223,86.06,0,0,1,21/02/16
50224,86.21,0,0,1,9/03/16
50225,0,0,2,1,27/04/16
50226,167,0,0,1,9/04/16
50227,119.7,0,0,1,7/03/16
50228,167,0,0,1,8/04/16
50229,167,0,0,1,8/04/16
50230,105.3,0,0,1,28/02/16
50231,105.3,0,0,1,28/02/16
50232,105.3,0,0,1,28/02/16
50233,105.3,0,0,1,28/02/16
50234,105.3,0,0,1,28/02/16
50235,91.5,0,0,1,18/01/16
50236,106.5,0,1,1,18/04/16
50237,91.5,0,0,1,18/01/16
50238,185.1,0,0,1,25/02/16
50239,113.1,0,0,1,24/04/16
50240,103.44,0,0,1,12/04/16
50241,103.44,0,2,1,24/04/16
50242,140.67,0,0,2,27/04/16
50243,105.4,0,3,1,17/02/16
50244,110.08,0,0,1,6/03/16
50245,99.85,0,0,1,28/02/16
50246,80.75,0,2,1,9/01/16
50247,85,0,0,1,25/01/16
50248,99.45,0,0,1,6/01/16
50249,85,0,0,1,25/01/16
50250,148.95,0,0,1,23/03/16
50251,122.83,0,0,1,3/04/16
50252,82.07,0,1,2,27/04/16
50253,82.45,0,0,1,1/01/16
50254,135,0,2,1,24/04/16
50255,104.55,0,0,1,20/03/16
50256,90,0,0,1,29/01/16
50257,90,0,0,1,29/01/16
50258,90,0,0,1,29/01/16
50259,90,0,0,1,29/01/16
50260,90,0,0,1,29/01/16
50261,99.45,0,0,1,2/03/16
50262,90,0,0,1,29/01/16
50263,90,0,0,1,29/01/16
50264,92.65,0,0,1,18/03/16
50265,92.89,0,0,1,22/01/16
50266,102.39,0,0,1,19/01/16
50267,59,0,0,1,21/10/15
50268,95,0,0,1,16/04/16
50269,169,0,0,1,23/04/16
50270,95,0,0,1,16/04/16
50271,59,0,0,1,21/10/15
50272,169,0,0,1,23/04/16
50273,105.3,1,0,0,29/04/16
50274,62,0,0,1,21/10/15
50275,62,0,0,1,21/10/15
50276,62,0,0,1,21/10/15
50277,62,0,0,1,21/10/15
50278,62,0,0,1,21/10/15
50279,62,0,0,1,21/10/15
50280,62,0,0,1,21/10/15
50281,62,0,0,1,21/10/15
50282,62,0,0,1,21/10/15
50283,62,0,0,1,21/10/15
50284,62,0,0,1,21/10/15
50285,62,0,0,1,21/10/15
50286,62,0,0,1,21/10/15
50287,62,0,0,1,21/10/15
50288,62,0,0,1,21/10/15
50289,62,0,0,1,21/10/15
50290,62,0,0,1,21/10/15
50291,62,0,0,1,21/10/15
50292,62,0,0,1,21/10/15
50293,45,0,2,1,28/04/16
50294,127.8,0,1,1,23/04/16
50295,62,0,0,1,21/10/15
50296,62,0,0,1,21/10/15
50297,62,0,0,1,21/10/15
50298,62,0,0,1,21/10/15
50299,62,0,0,1,21/10/15
50300,127.8,0,1,1,23/04/16
50301,144.5,0,0,2,28/04/16
50302,62,0,0,1,21/10/15
50303,62,0,0,1,21/10/15
50304,62,0,0,1,21/10/15
50305,62,0,0,1,21/10/15
50306,62,0,0,1,21/10/15
50307,62,0,0,1,21/10/15
50308,120,0,0,1,5/03/16
50309,102.3,0,0,1,16/01/16
50310,116.7,0,0,1,20/04/16
50311,111.3,0,1,1,1/04/16
50312,137.67,0,1,1,16/04/16
50313,180.3,0,0,1,23/01/16
50314,96.48,0,0,1,28/12/15
50315,102.43,0,0,1,4/02/16
50316,101.58,0,1,1,13/03/16
50317,90,0,0,1,10/02/16
50318,97.33,0,0,1,13/04/16
50319,96.48,0,0,1,28/12/15
50320,102.43,0,0,1,4/02/16
50321,180.68,0,0,1,21/03/16
50322,143.23,0,0,1,4/02/16
50323,180.63,0,0,1,3/02/16
50324,80,0,0,1,10/02/16
50325,116.1,0,0,1,9/03/16
50326,116.1,0,0,1,8/03/16
50327,128.69,0,0,1,26/03/16
50328,102.85,0,0,0,3/05/16
50329,103.7,0,0,1,8/03/16
50330,73.77,0,1,0,5/05/16
50331,65,0,0,1,19/01/16
50332,65,0,0,1,19/01/16
50333,65,0,0,1,19/01/16
50334,65,0,0,1,19/01/16
50335,65,0,0,1,19/01/16
50336,65,0,0,1,19/01/16
50337,111.6,0,0,1,19/04/16
50338,65,0,0,1,19/01/16
50339,65,0,0,1,19/01/16
50340,60,0,0,1,19/01/16
50341,65,0,0,1,19/01/16
50342,65,0,0,1,19/01/16
50343,65,0,0,1,19/01/16
50344,65,0,0,1,19/01/16
50345,65,0,0,1,19/01/16
50346,65,0,0,1,19/01/16
50347,65,0,0,1,19/01/16
50348,65,0,0,1,19/01/16
50349,65,0,0,1,19/01/16
50350,65,0,0,1,19/01/16
50351,60,0,0,1,19/01/16
50352,65,0,0,1,19/01/16
50353,65,0,0,1,19/01/16
50354,96.3,0,0,0,1/05/16
50355,65,0,0,1,6/04/16
50356,72.67,0,0,1,3/01/16
50357,99.85,0,0,1,3/01/16
50358,177,0,0,1,19/04/16
50359,105.84,0,0,1,4/01/16
50360,96.3,0,0,1,20/02/16
50361,177,0,0,1,19/04/16
50362,96.3,0,2,0,1/05/16
50363,123.62,0,0,1,3/01/16
50364,99.3,0,0,0,2/05/16
50365,106.2,0,1,1,18/02/16
50366,122.33,0,0,1,20/04/16
50367,125.67,0,0,1,15/04/16
50368,93.9,0,0,1,15/03/16
50369,122.33,0,0,1,26/04/16
50370,177,0,0,1,4/04/16
50371,108.3,0,0,1,15/03/16
50372,95,0,1,1,26/04/16
50373,217.67,0,0,1,25/04/16
50374,126.9,0,1,1,20/04/16
50375,137.67,0,2,1,15/04/16
50376,145.6,0,0,2,29/04/16
50377,99.3,0,1,1,30/01/16
50378,95,0,1,1,28/04/16
50379,126.9,0,1,1,20/04/16
50380,126.9,0,1,1,1/02/16
50381,198.9,0,0,1,19/02/16
50382,99.3,0,1,0,2/05/16
50383,99.3,0,1,0,2/05/16
50384,99.3,0,0,0,2/05/16
50385,122.33,0,0,1,21/04/16
50386,88.5,0,0,1,19/12/15
50387,99.3,0,1,0,2/05/16
50388,95.2,0,0,1,29/12/15
50389,198.9,0,0,1,27/03/16
50390,147.5,0,0,1,25/04/16
50391,95.2,0,1,0,3/05/16
50392,126.9,0,0,1,7/04/16
50393,135.15,0,0,1,2/04/16
50394,104.55,0,1,1,10/01/16
50395,104.55,0,1,1,10/01/16
50396,119.85,0,1,1,18/04/16
50397,104.55,0,1,1,10/01/16
50398,131.6,0,0,1,5/04/16
50399,69.56,0,0,0,5/05/16
50400,69.56,0,0,0,5/05/16
50401,187.85,0,0,1,10/03/16
50402,69.56,0,0,0,5/05/16
50403,69.56,0,0,0,5/05/16
50404,71.37,0,0,0,8/05/16
50405,156,0,0,1,22/04/16
50406,107,0,1,1,25/04/16
50407,126.9,0,0,1,22/04/16
50408,168.3,0,0,1,25/04/16
50409,118,0,1,1,16/02/16
50410,116.1,0,0,1,14/04/16
50411,140.4,0,0,1,28/02/16
50412,121.5,0,0,1,22/03/16
50413,140.4,0,0,1,28/02/16
50414,140.4,0,0,1,19/04/16
50415,143.1,0,0,1,22/03/16
50416,111.6,0,1,1,4/03/16
50417,210.6,0,0,1,6/04/16
50418,159.3,0,0,1,27/04/16
50419,121.5,0,0,1,2/03/16
50420,100.8,0,1,1,26/04/16
50421,91.13,0,0,1,8/03/16
50422,172,0,0,1,15/04/16
50423,121.5,0,0,1,22/03/16
50424,159.3,0,0,1,30/03/16
50425,91.5,0,0,0,3/05/16
50426,159.3,0,1,1,26/04/16
50427,106.2,0,1,1,19/01/16
50428,198.9,0,0,1,6/04/16
50429,116.1,0,0,1,14/04/16
50430,126.9,0,0,1,17/03/16
50431,159.3,0,1,1,25/04/16
50432,89.25,0,0,1,26/04/16
50433,140.4,0,0,1,11/04/16
50434,87.13,0,0,1,2/04/16
50435,97.75,0,1,0,5/05/16
50436,97.75,0,1,0,5/05/16
50437,109.65,0,0,1,3/02/16
50438,154.33,0,0,2,30/04/16
50439,70.73,0,0,0,7/05/16
50440,106.74,0,1,2,30/04/16
50441,154.33,0,0,2,30/04/16
50442,70.73,0,1,0,7/05/16
50443,104.21,0,0,0,7/05/16
50444,111.69,0,1,1,11/04/16
50445,125,0,0,1,27/04/16
50446,105.3,0,1,1,30/01/16
50447,168.3,0,0,1,10/04/16
50448,114.3,0,1,1,21/04/16
50449,137.67,0,0,1,17/04/16
50450,137.7,0,0,1,25/01/16
50451,137.67,0,0,1,20/04/16
50452,140.4,0,1,1,23/02/16
50453,159.3,0,2,1,23/02/16
50454,126.9,0,0,1,29/04/16
50455,159.3,0,0,1,29/02/16
50456,132.6,0,0,1,5/04/16
50457,132.6,0,0,1,5/04/16
50458,132.6,0,0,1,20/04/16
50459,132.6,0,0,1,5/04/16
50460,75,0,1,2,1/05/16
50461,89.25,0,0,1,29/02/16
50462,71.6,0,3,0,5/05/16
50463,143.1,0,0,1,15/04/16
50464,107.95,0,0,0,6/05/16
50465,107.95,0,0,0,6/05/16
50466,84.43,0,0,1,1/02/16
50467,167.45,0,0,1,9/01/16
50468,107.95,0,3,1,11/01/16
50469,110,0,0,1,29/04/16
50470,126.9,0,0,1,12/04/16
50471,0,0,0,1,2/05/16
50472,129,0,1,0,3/05/16
50473,116.1,0,0,1,30/01/16
50474,103.5,1,1,0,4/05/16
50475,99.9,0,0,1,28/01/16
50476,99.9,0,0,1,28/01/16
50477,159,0,0,1,29/04/16
50478,94.5,0,1,0,4/05/16
